1325549,90,21762
2989644,62,27396
2989644,64,28214
2989644,66,29065
2989644,68,29916
2989644,70,29066
2989644,72,28211
2989644,74,27366
2989644,76,26539
2989644,78,25699
2989644,80,24879
5493978,52,17799
5493978,55,18789
5493978,58,19797
5493978,61,20785
5493978,64,21802
5493978,67,20777
5493978,70,19782
5493978,73,18790
5493978,76,17798
4209152,25,28786
4209152,27,29311
4209152,29,29825
4209152,31,30325
4209152,33,29834
4209152,35,29327
7494181,20,15283
7494181,23,16673
7494181,26,18076
7494181,29,16674
7494181,32,15259
7494181,35,13852
4795333,32,27179
4795333,34,28099
4795333,36,29023
4795333,38,29955
4795333,40,30877
4795333,42,29965
4795333,44,29066
4795333,46,28150
4795333,48,27252
4795333,50,26357
4615233,22,14327
4615233,24,15678
4615233,26,17041
4615233,28,15692
4615233,30,14315
4615233,32,12948
4615233,34,11560
4615233,36,10178
4615233,38,8827
4615233,40,7441
4349426,22,28686
4349426,24,29764
4349426,26,30871
4349426,28,29785
4349426,30,28695
4349426,32,27614
4349426,34,26505
5291015,10,15748
5291015,12,17126
5291015,14,18507
5291015,16,19886
5291015,18,18506
5291015,20,17117
4929837,71,12962
4929837,73,13462
4929837,75,13963
4929837,77,14488
4929837,79,13972
4356826,52,11720
4356826,54,12693
4356826,56,11723
4356826,58,10751
4356826,60,9788
4356826,62,8797
5533861,62,20321
5533861,65,21109
5533861,68,21909
5533861,71,22683
5533861,74,21882
5533861,77,21102
5533861,80,20297
5533861,83,19505
1987971,14,13718
1987971,17,14949
1987971,20,16153
1987971,23,17390
1987971,26,18590
1987971,29,19812
1987971,32,18589
1987971,35,17357
1987971,38,16135
4227881,53,12092
4227881,56,12979
4227881,59,12086
4227881,62,11218
4227881,65,10355
1382319,75,18533
1382319,78,19554
1382319,81,20579
1382319,84,19565
1382319,87,18542
6021168,78,10252
6021168,80,11522
6021168,82,12786
6021168,84,14066
6021168,86,12793
6021168,88,11517
6021168,90,10230
6021168,92,8953
5495227,32,29768
5495227,35,28883
5495227,38,28014
5495227,41,27115
5495227,44,26232
5495227,47,25333
2586794,71,26889
2586794,74,27593
2586794,77,28297
2586794,80,27589
2586794,83,26861
2586794,86,26171
2586794,89,25458
2586794,92,24763
2586794,95,24072
2586794,98,23380
7295650,28,21779
7295650,31,20950
7295650,34,20134
7295650,37,19329
7295650,40,18490
7295650,43,17673
7266888,37,23876
7266888,39,24913
7266888,41,25922
7266888,43,24876
7266888,45,23865
5673221,68,24861
5673221,71,25422
5673221,74,25984
5673221,77,26571
5673221,80,27133
5673221,83,26552
5673221,86,25978
5673221,89,25418
5673221,92,24855
2438359,60,28880
2438359,63,29977
2438359,66,31098
2438359,69,32216
2438359,72,33331
2438359,75,34438
2438359,78,33309
2438359,81,32194
2438359,84,31074
2438359,87,29945
7503618,21,17930
7503618,24,19347
7503618,27,20764
7503618,30,22174
7503618,33,23573
7503618,36,22167
7503618,39,20779
2365792,69,16146
2365792,72,17156
2365792,75,18165
2365792,78,19181
2365792,81,18174
2365792,84,17169
2365792,87,16162
2365792,90,15170
5392842,48,19232
5392842,50,20524
5392842,52,19237
5392842,54,17942
5392842,56,16642
5392842,58,15342
5392842,60,14058
5392842,62,12747
4716582,40,27819
4716582,42,28396
4716582,44,28992
4716582,46,29578
4716582,48,28997
4716582,50,28405
4716582,52,27814
7711987,42,11609
7711987,44,12812
7711987,46,14010
7711987,48,15182
7711987,50,16355
7711987,52,15173
7711987,54,13974
7711987,56,12805
7711987,58,11601
6140966,45,15528
6140966,48,16037
6140966,51,16540
6140966,54,17047
6140966,57,16546
6140966,60,16047
6140966,63,15547
4997553,69,27432
4997553,71,28758
4997553,73,27397
4997553,75,26041
4997553,77,24686
4997553,79,23327
2962243,16,15450
2962243,18,14320
2962243,20,13209
2962243,22,12097
2962243,24,10989
7306857,37,27898
7306857,40,29049
7306857,43,30208
7306857,46,29037
7306857,49,27867
7306857,52,26708
7306857,55,25536
5714332,16,14027
5714332,18,12776
5714332,20,11513
5714332,22,10243
5714332,24,8973
5714332,26,7697
6829191,41,13937
6829191,44,14608
6829191,47,15272
6829191,50,15933
6829191,53,15254
6829191,56,14557
6829191,59,13865
6829191,62,13171
1787631,16,27838
1787631,19,28691
1787631,22,29548
1787631,25,30397
1787631,28,31255
1787631,31,32113
1787631,34,31249
1787631,37,30388
1787631,40,29519
1787631,43,28686
7481990,76,12650
7481990,78,13551
7481990,80,12653
7481990,82,11754
7481990,84,10861
7481990,86,9966
5004784,76,14769
5004784,79,15590
5004784,82,16418
5004784,85,15600
5004784,88,14761
5004784,91,13949
5004784,94,13127
5004784,97,12301
5004784,100,11477
3711021,66,12009
3711021,69,12908
3711021,72,13821
3711021,75,12915
3711021,78,12016
3711021,81,11114
3711021,84,10189
3711021,87,9292
3711021,90,8399
3711021,93,7501
5089575,34,28918
5089575,37,30304
5089575,40,31703
5089575,43,33121
5089575,46,31729
5089575,49,30339
3534343,78,22078
3534343,80,23022
3534343,82,23973
3534343,84,24916
3534343,86,25856
3534343,88,24923
3534343,90,23973
6963337,74,17817
6963337,77,18619
6963337,80,19433
6963337,83,20240
6963337,86,21041
6963337,89,21861
6963337,92,21065
6963337,95,20258
6963337,98,19430
6963337,101,18625
4319742,58,20332
4319742,61,21258
4319742,64,22193
4319742,67,23133
4319742,70,24051
4319742,73,24999
4319742,76,24065
4319742,79,23125
4319742,82,22212
4319742,85,21301
1516769,56,29704
1516769,59,28454
1516769,62,27193
1516769,65,25951
1516769,68,24727
1516769,71,23471
4288211,48,15076
4288211,50,15791
4288211,52,16541
4288211,54,17264
4288211,56,16538
4288211,58,15808
4288211,60,15064
1268150,44,24278
1268150,47,25052
1268150,50,25846
1268150,53,26641
1268150,56,27452
1268150,59,26660
1268150,62,25856
1268150,65,25045
1268150,68,24237
1268150,71,23431
1309464,42,25665
1309464,44,27030
1309464,46,28400
1309464,48,29758
1309464,50,31094
1309464,52,29734
1309464,54,28369
1309464,56,27028
1309464,58,25672
2728939,46,14491
2728939,49,15711
2728939,52,14481
2728939,55,13288
2728939,58,12086
4282176,56,24348
4282176,59,25159
4282176,62,25966
4282176,65,26790
4282176,68,27594
4282176,71,28431
4282176,74,27613
4282176,77,26804
4282176,80,25988
7127885,40,23124
7127885,43,24611
7127885,46,26091
7127885,49,27574
7127885,52,29060
7127885,55,27549
7127885,58,26040
7127885,61,24531
7127885,64,23046
7127885,67,21558
5425313,14,18229
5425313,16,19347
5425313,18,20458
5425313,20,19309
5425313,22,18193
5425313,24,17059
5425313,26,15947
6032089,53,23985
6032089,56,24825
6032089,59,23982
6032089,62,23123
6032089,65,22276
6032089,68,21415
6032089,71,20569
6032089,74,19739
6509249,74,29200
6509249,77,30396
6509249,80,31595
6509249,83,32780
6509249,86,31575
6509249,89,30372
5167278,26,19035
5167278,28,19973
5167278,30,19031
5167278,32,18101
5167278,34,17174
5167278,36,16212
3314581,40,15376
3314581,43,16555
3314581,46,17719
3314581,49,16565
3314581,52,15396
3314581,55,14207
7559261,27,23374
7559261,29,24012
7559261,31,24660
7559261,33,25302
7559261,35,25938
7559261,37,26566
7559261,39,25929
7559261,41,25283
7559261,43,24647
7559261,45,23986
7337270,55,16020
7337270,58,16650
7337270,61,17295
7337270,64,17935
7337270,67,17298
7337270,70,16678
7337270,73,16043
7337270,76,15421
5269957,47,14699
5269957,49,15512
5269957,51,16313
5269957,53,17116
5269957,55,17940
5269957,57,17106
5269957,59,16279
5269957,61,15447
4938649,53,29805
4938649,55,31153
4938649,57,29792
4938649,59,28454
4938649,61,27101
4938649,63,25754
4938649,65,24402
6216538,45,18639
6216538,48,19711
6216538,51,20814
6216538,54,21898
6216538,57,20826
6216538,60,19746
1232358,63,28980
1232358,65,30436
1232358,67,31913
1232358,69,33371
1232358,71,31924
1232358,73,30463
1232358,75,28980
1232358,77,27524
3911917,25,20162
3911917,27,21535
3911917,29,22887
3911917,31,21511
3911917,33,20149
3911917,35,18797
3911917,37,17435
7923071,41,14552
7923071,44,16017
7923071,47,17485
7923071,50,18959
7923071,53,20409
7923071,56,18971
7923071,59,17532
7923071,62,16088
4692523,73,29729
4692523,76,30548
4692523,79,29742
4692523,82,28936
4692523,85,28118
4692523,88,27309
4028189,79,23115
4028189,82,23759
4028189,85,24383
4028189,88,23763
4028189,91,23138
6149491,13,29248
6149491,15,30466
6149491,17,31668
6149491,19,32889
6149491,21,31671
6149491,23,30455
6149491,25,29249
6149491,27,28049
1621259,74,29863
1621259,77,31155
1621259,80,32434
1621259,83,33710
1621259,86,34996
1621259,89,33709
1621259,92,32439
5661492,55,15200
5661492,58,16451
5661492,61,17720
5661492,64,18992
5661492,67,20248
5661492,70,21499
5661492,73,20259
5661492,76,18981
5661492,79,17720
5661492,82,16463
7706215,75,25512
7706215,77,26267
7706215,79,27009
7706215,81,27757
7706215,83,27020
7706215,85,26285
7706215,87,25557
7706215,89,24822
7706215,91,24097
1700184,35,21468
1700184,37,20653
1700184,39,19819
1700184,41,18988
1700184,43,18164
1700184,45,17363
7125180,72,23669
7125180,75,25085
7125180,78,26537
7125180,81,27968
7125180,84,26525
7125180,87,25105
7125180,90,23683
7125180,93,22257
2848266,35,26246
2848266,37,26800
2848266,39,27359
2848266,41,27930
2848266,43,28519
2848266,45,27964
2848266,47,27395
2848266,49,26812
2848266,51,26254
6077640,30,24709
6077640,32,25802
6077640,34,26907
6077640,36,25799
6077640,38,24721
6077640,40,23643
6077640,42,22561
6077640,44,21455
6184467,22,22531
6184467,25,23626
6184467,28,24756
6184467,31,25867
6184467,34,26958
6184467,37,28053
6184467,40,26960
6184467,43,25831
6184467,46,24735
6184467,49,23606
3047054,56,15208
3047054,58,15787
3047054,60,16342
3047054,62,16899
3047054,64,16332
3047054,66,15748
3047054,68,15171
3047054,70,14607
2879466,52,19031
2879466,54,19947
2879466,56,20850
2879466,58,21782
2879466,60,22693
2879466,62,23596
2879466,64,22673
2879466,66,21750
2879466,68,20846
7854028,11,28312
7854028,13,29285
7854028,15,30255
7854028,17,29271
7854028,19,28279
7164322,24,27177
7164322,27,27666
7164322,30,27157
7164322,33,26658
7164322,36,26142
7164322,39,25654
7164322,42,25137
7164322,45,24629
